description,price,condo_fee,bedrooms,bathrooms,total_area_m2,vacancies,address,link
Flat Tiffanys,1900000,0,2,1,60,1,"Rua Prudente de Morais, Ipanema",/imovel/venda-flat-2-quartos-com-piscina-ipanema-zona-sul-rio-de-janeiro-rj-60m2-id-2567809194/
"Casa à venda, 659 m² por R$ 6.950.000,00 - Barra da Tijuca - Rio de Janeiro/RJ",6950000,3000,4,6,659,6,"Rua Tales de Aquino Coelho, Barra da Tijuca",/imovel/venda-casa-de-condominio-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-659m2-id-2574040674/
Engenho Novo - Rua 24 de Maio - Excelente cobertura - portaria 24 hs - JBCH50651,395000,630,2,1,70,1,"Rua Vinte e Quatro de Maio, Engenho Novo",/imovel/venda-cobertura-2-quartos-com-churrasqueira-engenho-novo-zona-norte-rio-de-janeiro-rj-70m2-id-2548344885/
Apartamento-À VENDA-Leme-Rio de Janeiro-RJ,610000,724,1,1,48,0,"Avenida Nossa Senhora de Copacabana, Leme",/imovel/venda-apartamento-1-quarto-leme-zona-sul-rio-de-janeiro-rj-48m2-id-2585564910/
Sala-À VENDA-Centro-Rio de Janeiro-RJ,350000,862,0,1,53,0,"Avenida Presidente Vargas, Centro",/imovel/venda-conjunto-comercial-sala-centro-zona-central-rio-de-janeiro-rj-53m2-id-2617026935/
Apartamento para venda com 120 metros quadrados com 3 quartos,699000,1250,3,3,120,2,"Rua Senador Muniz Freire, Vila Isabel",/imovel/venda-apartamento-3-quartos-vila-isabel-zona-norte-rio-de-janeiro-rj-120m2-id-2554006609/
"Cobertura linear com 240M2, 4 quartos, suite",550000,1000,4,4,400,1,"Rua do Bispo, Rio Comprido",/imovel/venda-apartamento-4-quartos-mobiliado-rio-comprido-zona-central-rio-de-janeiro-rj-400m2-id-2461306499/
Ótima casa em Campo Grande R.J,350000,,3,3,160,1,"Rua D, Senador Vasconcelos",/imovel/venda-casa-3-quartos-senador-vasconcelos-zona-oeste-rio-de-janeiro-rj-160m2-id-2550192592/
"Sala à venda, 800m² - Centro - Rio de Janeiro/RJ",4500000,12408,0,6,800,10,"Rua São Bento, Centro",/imovel/venda-conjunto-comercial-sala-com-elevador-centro-zona-central-rio-de-janeiro-rj-800m2-id-2574434218/
Apartamento para venda possui 157 metros quadrados com 4 quartos,1850000,2300,4,3,157,2,"Avenida das Acácias da Península, Peninsula",/imovel/venda-apartamento-4-quartos-mobiliado-peninsula-rio-de-janeiro-rj-157m2-id-2621441630/
Excelente apartamento com 03 quartos no Condomínio Amendoeiras no bairro Anil - Rio de Janeiro - RJ,310000,577,3,1,47,1,"Avenida Tenente-Coronel Muniz de Aragão, Anil",/imovel/venda-apartamento-3-quartos-com-piscina-anil-zona-oeste-rio-de-janeiro-rj-47m2-id-2626680458/
"Apartamento para Venda no Camorim com 67m², 3 quartos, 1 Suíte, 1 Vaga na Garagem ! ! !",450000,580,3,2,67,1,"Estrada de Camorim, CAMORI M",/imovel/venda-apartamento-3-quartos-mobiliado-camori-m-zona-oeste-rio-de-janeiro-rj-67m2-id-2627949264/
Apartamento em Jardim Botânico - Rio de Janeiro,1495000,950,3,2,95,1,"Rua Jardim Botânico, Jardim Botânico",/imovel/venda-apartamento-3-quartos-com-area-de-servico-jardim-botanico-zona-sul-rio-de-janeiro-rj-95m2-id-2584210263/
Apartamento-À VENDA-Madureira-Rio de Janeiro-RJ,255000,,2,2,79,1,"Rua Dona Clara, Madureira",/imovel/venda-apartamento-2-quartos-com-cozinha-madureira-zona-norte-rio-de-janeiro-rj-79m2-id-2569269052/
À venda Z| Ponto comercial no Cosme Velho | 241 m²,1300000,0,0,0,241,1,"Rua Cosme Velho, Cosme Velho",/imovel/venda-loja-salao-com-andar-inteiro-cosme-velho-zona-sul-rio-de-janeiro-rj-241m2-id-2639263115/
"Apartamento à Venda - Barra da Tijuca, 4 Quartos, 281 m2",3450000,3100,4,6,281,2,"Rua das Bromélias da Península, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-281m2-id-2566144106/
Pertinho do metrô Botafogo!,790000,850,3,3,87,1,"Rua Marquês de Olinda, Botafogo",/imovel/venda-apartamento-3-quartos-mobiliado-botafogo-zona-sul-rio-de-janeiro-rj-87m2-id-2627389661/
Apartamento-À VENDA-Pechincha-Rio de Janeiro-RJ,450000,350,2,2,98,1,"Estrada Capenha, Pechincha",/imovel/venda-apartamento-2-quartos-com-cozinha-pechincha-zona-oeste-rio-de-janeiro-rj-98m2-id-2576273756/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,1490000,1900,3,2,151,1,"Rua Aires Saldanha, Copacabana",/imovel/venda-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-151m2-id-2620418642/
EXCELENTE APARTAMENTO 2 QUARTOS - 1 SUITE - 59M² - FRONTPARK - CAMPO GRANDE - RJ,352000,356,2,1,59,1,"Rua Eulino Nogueira, Campo Grande",/imovel/venda-apartamento-2-quartos-com-piscina-campo-grande-zona-oeste-rio-de-janeiro-rj-59m2-id-2549217174/
"Apartamento à venda, Jacarepaguá, Rio de Janeiro/RJ, 91 m² com 3 quartos, 1 suíte, 2 vagas",890000,1279,3,2,91,2,"Avenida Embaixador Abelardo Bueno, Jacarepaguá",/imovel/venda-apartamento-3-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-91m2-id-2611909605/
Cascadura - Rua Sidônio Paes - Apartamento - Sala 2 Quartos - Cozinha Planejada - 1 Vaga - JBM220214,220000,360,2,1,70,1,"Rua Sidônio País, Cascadura",/imovel/venda-apartamento-2-quartos-com-cozinha-cascadura-zona-norte-rio-de-janeiro-rj-70m2-id-2559781230/
Apartamento 4 quartos Copacabana com vista para praia elevador e garagem,3900000,3000,4,3,185,4,"Rua Francisco Otaviano, Copacabana",/imovel/venda-apartamento-4-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-185m2-id-2569519375/
"Apartamento 2 quartos com 75m² no Andaraí por 320.000, Rio de Janeiro/RJ",320000,560,2,2,75,0,"Rua Doutor Aquino, Andaraí",/imovel/venda-apartamento-2-quartos-com-cozinha-andarai-zona-norte-rio-de-janeiro-rj-75m2-id-2631302972/
Apartamento para venda tem 52 metros quadrados com 2 quartos,275000,663,2,2,52,1,"Rua Visconde de Santa Isabel, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-isabel-zona-norte-rio-de-janeiro-rj-52m2-id-2514502773/
Blanc 260,2125000,0,3,3,139,1,"Rua Assunção, Botafogo",/lancamento/venda-apartamento-4-quartos-botafogo-zona-sul-rio-de-janeiro-rj-283m2-id-2531924621/
Raro Palacete Art Déco,789000,0,1,1,47,1,"Rua Visconde de Ouro Preto, Botafogo",/lancamento/venda-apartamento-3-quartos-botafogo-zona-sul-rio-de-janeiro-rj-192m2-id-2594505498/
Iluminato Residencial e Estilo,,0,3,2,105,1,"Rua Ministro Raul Fernandes, Botafogo",/lancamento/venda-apartamento-4-quartos-botafogo-zona-sul-rio-de-janeiro-rj-105m2-id-2460272791/
Méier - Rua Magalhães Couto - Condomínio Guanabara - Apto Sala 1 Quarto - Localização Ímpar,215000,150,1,1,42,1,"Rua Magalhães Couto, Méier",/imovel/venda-apartamento-1-quarto-meier-zona-norte-rio-de-janeiro-rj-42m2-id-2638541398/
Apartamento-À VENDA-Leblon-Rio de Janeiro-RJ,2400000,1260,3,3,120,1,"Rua Igarapava, Leblon",/imovel/venda-apartamento-3-quartos-com-cozinha-leblon-zona-sul-rio-de-janeiro-rj-120m2-id-2639358440/
Apartamento para venda tem 65 metros quadrados com 2 quartos em Maracanã - Rio de Janeiro - RJ,445000,1181,2,2,65,1,"Rua Ibituruna, Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-65m2-id-2587245155/
RIO DE JANEIRO - Conjunto Comercial/Sala - PECHINCHA,119000,477,0,1,21,1,Pechincha,/imovel/venda-conjunto-comercial-sala-com-seguranca-interna-pechincha-zona-oeste-rio-de-janeiro-rj-21m2-id-2596925661/
Casa para venda possui 200 metros quadrados com 4 quartos em Jardim Guanabara - Rio de Janeiro - RJ,1200000,0,4,3,200,6,"Rua General Mário Hermes, Jardim Guanabara",/imovel/venda-casa-4-quartos-jardim-guanabara-ilha-do-governador-rio-de-janeiro-rj-200m2-id-2496147875/
Cobertura para venda Jardim Oceanico 298 mts 3 quartos em Barra da Tijuca - Rio de Janeiro - RJ,3490000,2570,3,4,298,2,"Rua Aldo Bonadei, Jardim Oceanico",/imovel/venda-cobertura-3-quartos-jardim-oceanico-zona-sul-rio-de-janeiro-rj-298m2-id-2566301787/
Apartamento em Praia Botafogo - Botafogo - Rio de Janeiro/RJ,849810,958,2,2,90,1,"Praia Botafogo, Botafogo",/imovel/venda-apartamento-2-quartos-com-elevador-botafogo-zona-sul-rio-de-janeiro-rj-90m2-id-2629076090/
"Oportunidade! Bellíssima Cobertura Quadra da praia com 4 dormitórios. 2 suítes 2 vagas de garagem, à",3358000,1716,4,6,207,2,"Avenida Princesa Isabel, Copacabana",/imovel/venda-cobertura-4-quartos-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-207m2-id-2594132161/
Apartamento em Rua General Espírito Santo Cardoso - Tijuca - Rio de Janeiro/RJ,656160,690,2,2,63,1,"Rua General Espírito Santo Cardoso, Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-63m2-id-2619495932/
Casa de condomínio em Avenida Aldemir Martins - Recreio dos Bandeirantes - Rio de Janeiro/RJ,1899240,600,4,4,180,4,"Avenida Aldemir Martins, Recreio Dos Bandeirantes",/imovel/venda-casa-de-condominio-4-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-180m2-id-2630567963/
CONFIRA! OPORTUNIDADE,777000,800,2,2,65,0,"Rua João Afonso, Humaitá",/imovel/venda-apartamento-2-quartos-humaita-zona-sul-rio-de-janeiro-rj-65m2-id-2593300485/
Apartamento alto padrão em Ipanema. Com 2 vagas na escritura,9900000,5300,4,4,220,2,"Avenida Vieira Souto, Ipanema",/imovel/venda-apartamento-4-quartos-mobiliado-ipanema-zona-sul-rio-de-janeiro-rj-220m2-id-2567164629/
Casa em Rua Maurício do Vale - Cosmos - Rio de Janeiro/RJ,238470,1,2,1,72,1,"Rua Maurício do Vale, Cosmos",/imovel/venda-casa-2-quartos-cosmos-zona-oeste-rio-de-janeiro-rj-72m2-id-2631754025/
"Lançamento KAUAI Pontal Oceânico. Apartamentos de 2 e 3 quartos com suíte, varanda, com infraestrutu",403528,0,2,2,59,1,"Rua Luiz Carlos Sarolli, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-59m2-id-2641249821/
Kitnet/Conjugado-À VENDA-Copacabana-Rio de Janeiro-RJ,385000,580,1,1,30,0,"Rua Hilário de Gouveia, Copacabana",/imovel/venda-quitinete-1-quarto-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-30m2-id-2590417608/
RIO DE JANEIRO - Conjunto Comercial/Sala - CAMORIM,110000,518,0,0,23,0,Camorim,/imovel/venda-conjunto-comercial-sala-camorim-zona-oeste-rio-de-janeiro-rj-23m2-id-2564943502/
Apartamento em Rua Apia - Vila da Penha - Rio de Janeiro/RJ,364330,705,2,2,72,1,"Rua Apia, Vila da Penha",/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-da-penha-zona-norte-rio-de-janeiro-rj-72m2-id-2629076918/
Lote em Rua Maenca - Pechincha - Rio de Janeiro/RJ,599680,1,0,0,578,0,"Rua Maenca, Pechincha",/imovel/venda-terreno-lote-condominio-pechincha-zona-oeste-rio-de-janeiro-rj-578m2-id-2632425864/
"Lindo Apartamento próximo ao Center Shopping, no Tanque",280000,420,2,1,64,1,"Avenida Geremário Dantas, Tanque",/imovel/venda-apartamento-2-quartos-com-piscina-tanque-zona-oeste-rio-de-janeiro-rj-64m2-id-2455428671/
Apartamento em Avenida Bartolomeu Mitre - Leblon - Rio de Janeiro/RJ,1779700,1445,3,1,85,1,"Avenida Bartolomeu Mitre, Leblon",/imovel/venda-apartamento-3-quartos-com-elevador-leblon-zona-sul-rio-de-janeiro-rj-85m2-id-2629079354/
"Casa duplex com excelente potencial em terreno residencial, comercial e industrial",2400000,0,4,3,1774,10,"Estrada dos Bandeirantes, Vargem Grande",/imovel/venda-casa-4-quartos-vargem-grande-zona-oeste-rio-de-janeiro-rj-1774m2-id-2525799925/
"Apartamento, sol da manhã, de 2 quartos amplos com armários planejados.",200000,728,2,2,75,0,"Avenida Dom Hélder Câmara, Abolição",/imovel/venda-apartamento-2-quartos-mobiliado-abolicao-zona-norte-rio-de-janeiro-rj-75m2-id-2615446508/
"Freguesia. Apartamento para Venda com 95m², Salão, 2 Quartos com Dependências e 2 Vagas.",590000,1070,2,2,95,2,"Rua Comandante Rúbens Silva, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-salao-de-festas-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-95m2-id-2622874084/
Sala comercial na Praia do Flamengo,350000,954,0,1,30,1,"Praia do Flamengo, Flamengo",/imovel/venda-conjunto-comercial-sala-com-ar-condicionado-flamengo-zona-sul-rio-de-janeiro-rj-30m2-id-2639112176/
Apartamento em Rua Uruguai - Tijuca - Rio de Janeiro/RJ,341770,330,1,1,50,1,"Rua Uruguai, Tijuca",/imovel/venda-apartamento-1-quarto-tijuca-zona-norte-rio-de-janeiro-rj-50m2-id-2629076884/
Apartamento para venda com 50 metros quadrados com 1 quarto,310000,420,1,1,50,1,"Estrada de Jacarepaguá, Freguesia- Jacarepaguá",/imovel/venda-apartamento-1-quarto-com-churrasqueira-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-50m2-id-2562843812/
Apartamento em Rua Adail - Bonsucesso - Rio de Janeiro/RJ,284380,250,2,1,61,0,"Rua Adail, Bonsucesso",/imovel/venda-apartamento-2-quartos-bonsucesso-zona-norte-rio-de-janeiro-rj-61m2-id-2629073501/
APARTAMENTO - COPACABANA - 02 QUARTOS,690000,900,2,1,58,0,"Rua Barata Ribeiro, Copacabana",/imovel/venda-apartamento-2-quartos-copacabana-zona-sul-rio-de-janeiro-rj-58m2-id-2567167607/
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Vila Isabel - RIO DE JANEIRO/RJ",554544,0,2,2,73,1,"Rua Torres Homem, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-churrasqueira-vila-isabel-zona-norte-rio-de-janeiro-rj-73m2-id-2637862765/
Epicentro é o maior lançamento no Porto Maravilha.,495000,450,2,1,54,1,"Avenida Professor Pereira Reis, Santo Cristo",/imovel/venda-apartamento-2-quartos-com-piscina-santo-cristo-zona-central-rio-de-janeiro-rj-54m2-id-2567820887/
Apartamento-À VENDA-São Cristóvão-Rio de Janeiro-RJ,280000,50,3,1,90,0,"Rua General Argolo, São Cristóvão",/imovel/venda-apartamento-3-quartos-sao-cristovao-zona-norte-rio-de-janeiro-rj-90m2-id-2639207285/
"Cobertura com 4 dormitórios à venda, 236 m² por R$ 1.499.900,00 - Recreio dos Bandeirantes - Rio de",1499900,1900,4,5,236,2,"Rua Escritor Elie Wiesel, Recreio Dos Bandeirantes",/imovel/venda-cobertura-4-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-236m2-id-2577240754/
Cobertura com 5 quartos à venda no Recreio,2700000,2350,5,5,233,4,"Rua José Américo de Almeida, Recreio Dos Bandeirantes",/imovel/venda-cobertura-5-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-233m2-id-2622210965/
Cobertura em Avenida Emile Roux - Taquara - Rio de Janeiro/RJ,534520,350,3,3,122,2,"Avenida Emile Roux, Taquara",/imovel/venda-cobertura-3-quartos-com-churrasqueira-taquara-zona-oeste-rio-de-janeiro-rj-122m2-id-2632196443/
"Grajaú | Apartamento 2 quartos, sendo 1 suite",649000,800,2,4,70,1,"Rua Professor Valadares, Grajaú",/imovel/venda-apartamento-2-quartos-com-piscina-grajau-zona-norte-rio-de-janeiro-rj-70m2-id-2631083036/
"Apartamento com 2 dormitórios à venda, 80 m² por R$ 420.000,00 - Freguesia (Jacarepaguá) - Rio de Ja",420000,1000,2,2,80,2,"Rua Ituverava, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-churrasqueira-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-80m2-id-2619795185/
Imperdível!,950000,1800,3,3,99,1,"Rua Fernando Osório, Flamengo",/imovel/venda-apartamento-3-quartos-flamengo-zona-sul-rio-de-janeiro-rj-99m2-id-2577271242/
QUADRA DA PRAIA - APTO LÂMINA - 200M² - 3 SUÍTES - FRENTE + VARANDÃO - COND COM PISCINA E CHURRASQ.,1250000,1000,3,5,200,3,"Rua Demosthenes Madureira de Pinho, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-200m2-id-2556756329/
Apartamento em Rua Joaquim Moreira Neves - Recreio dos Bandeirantes - Rio de Janeiro/RJ,689740,900,2,3,107,2,"Rua Joaquim Moreira Neves, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-107m2-id-2628955859/
RIO DE JANEIRO - Apartamento Padrão - Barra da Tijuca,2600000,1300,4,4,197,3,"Rua João Zanetti, Barra da Tijuca",/imovel/venda-cobertura-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-197m2-id-2634621236/
Apartamento em Estrada Capenha - Jacarepaguá - Rio de Janeiro/RJ,319090,455,2,1,60,1,"Estrada Capenha, Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-60m2-id-2629081369/
Casa em Condomínio no Tanque,498000,80,3,2,93,2,"Rua Cândido de Figueiredo, Tanque",/imovel/venda-casa-de-condominio-3-quartos-com-ar-condicionado-tanque-zona-oeste-rio-de-janeiro-rj-93m2-id-2586119045/
Sala comercial em Rua Engenheiro Haroldo Cavalcanti - Recreio dos Bandeirantes - Rio de Janeiro/RJ,789760,870,0,2,90,1,"Rua Engenheiro Haroldo Cavalcanti, Recreio Dos Bandeirantes",/imovel/venda-conjunto-comercial-sala-com-ar-condicionado-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-90m2-id-2641134916/
TEM COBERTURA DUPLEX 3 SUÍTES em BOTAFOGO SIM!,2800000,2100,3,1,197,3,"Rua Dezenove de Fevereiro, Botafogo",/imovel/venda-cobertura-3-quartos-com-churrasqueira-botafogo-zona-sul-rio-de-janeiro-rj-197m2-id-2603478676/
Apartamento em Rua Helvetia - Vila da Penha - Rio de Janeiro/RJ,229410,150,3,2,80,1,"Rua Helvetia, Vila da Penha",/imovel/venda-apartamento-3-quartos-vila-da-penha-zona-norte-rio-de-janeiro-rj-80m2-id-2625393844/
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Tijuca - RIO DE JANEIRO/RJ",600000,0,3,2,112,2,"Rua Conde de Bonfim, Tijuca",/imovel/venda-apartamento-3-quartos-com-varanda-tijuca-zona-norte-rio-de-janeiro-rj-112m2-id-2640159512/
Apartamento de 60 metros quadrados no bairro Riachuelo com 2 quartos,349000,350,2,2,60,1,"Rua Barbosa da Silva, Riachuelo",/imovel/venda-apartamento-2-quartos-com-piscina-riachuelo-zona-norte-rio-de-janeiro-rj-60m2-id-2427655319/
Casa em Rua Doutor Nunes - Olaria - Rio de Janeiro/RJ,799500,1,2,2,560,10,"Rua Doutor Nunes, Olaria",/imovel/venda-casa-2-quartos-olaria-zona-norte-rio-de-janeiro-rj-560m2-id-2631767134/
Casa de 200 metros quadrados no bairro Campo Grande com 2 quartos,850000,100,2,4,200,0,"Estrada do Lameirão Pequeno, Campo Grande",/imovel/venda-casa-de-condominio-2-quartos-mobiliado-campo-grande-zona-oeste-rio-de-janeiro-rj-200m2-id-2446951416/
Apartamento em Rua Marquês de Abrantes - Flamengo - Rio de Janeiro/RJ,454010,880,1,1,45,0,"Rua Marquês de Abrantes, Flamengo",/imovel/venda-apartamento-1-quarto-com-elevador-flamengo-zona-sul-rio-de-janeiro-rj-45m2-id-2625389509/
"Tijuca | Cobertura 4 quartos, sendo 1 suite",1100000,2800,4,4,147,2,"Rua Doutor Satamini, Tijuca",/imovel/venda-cobertura-4-quartos-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-147m2-id-2612937076/
Apartamento para venda com 85 metros quadrados com 3 quartos,420000,950,3,3,85,1,"Rua Joaquim Pinheiro, Freguesia",/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-rio-de-janeiro-rj-85m2-id-2583878567/
Apartamento em Rua Conde de Rezende - Marechal Hermes - Rio de Janeiro/RJ,294780,1,2,2,70,1,"Rua Conde de Rezende, Marechal Hermes",/imovel/venda-apartamento-2-quartos-marechal-hermes-zona-norte-rio-de-janeiro-rj-70m2-id-2625667491/
Vende-se maravilhoso apartamento de 2 quartos em Laranjeiras - Rio de Janeiro - RJ,1030000,1100,2,2,85,1,"Rua Belisário Távora, Laranjeiras",/imovel/venda-apartamento-2-quartos-laranjeiras-zona-sul-rio-de-janeiro-rj-85m2-id-2632518814/
Cobertura em Estrada dos Bandeirantes - Jacarepaguá - Rio de Janeiro/RJ,599770,1100,1,2,70,2,"Estrada dos Bandeirantes, Jacarepaguá",/imovel/venda-cobertura-1-quarto-com-academia-jacarepagua-zona-oeste-rio-de-janeiro-rj-70m2-id-2627223900/
Casa de condomínio em Rua Abílio Barreto - Guaratiba - Rio de Janeiro/RJ,749440,80,3,3,300,3,"Rua Abílio Barreto, Guaratiba",/imovel/venda-casa-de-condominio-3-quartos-guaratiba-zona-oeste-rio-de-janeiro-rj-300m2-id-2630917656/
"Sensacional apartamento com varandão, sala 2 ambientes, 3 quartos, suíte, dependência completa e gar",495000,780,3,3,115,1,"Rua Conselheiro Olegário, Maracanã",/imovel/venda-apartamento-3-quartos-com-interfone-maracana-zona-norte-rio-de-janeiro-rj-115m2-id-2622649225/
Rio de Janeiro - Conjunto Comercial/sala - Tijuca,498000,1670,3,2,52,1,"Rua Conde de Bonfim, Tijuca",/imovel/venda-casa-3-quartos-com-elevador-tijuca-zona-norte-rio-de-janeiro-rj-52m2-id-2635751183/
Apartamento em Rua Joana Angélica - Ipanema - Rio de Janeiro/RJ,2599170,1057,2,2,105,1,"Rua Joana Angélica, Ipanema",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-ipanema-zona-sul-rio-de-janeiro-rj-105m2-id-2628954461/
Casa para venda possui 300 metros quadrados com 7 quartos em Pavuna - Rio de Janeiro - RJ,600000,0,7,5,300,0,"Rua Catão, Pavuna",/imovel/venda-casa-7-quartos-pavuna-zona-norte-rio-de-janeiro-rj-300m2-id-2637167637/
VOLUNTÁRIOS DA PÁTRIA - Cobal - Ampla oferta transporte público (ônibus e integração metrô) - Conjug,400000,500,1,1,30,0,"Rua Voluntários da Pátria, Botafogo",/imovel/venda-apartamento-1-quarto-botafogo-zona-sul-rio-de-janeiro-rj-30m2-id-2620432877/
"Tijuca | Apartamento 3 quartos, sendo 1 suite",850000,1364,3,4,106,2,"Rua Doutor Satamini, Tijuca",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-106m2-id-2628428980/
"Andar Corporativo, 473 m² - venda por R$ 3.800.000,00 ou aluguel por R$ 5.000,00/mês - Centro - Rio",5000,4129,0,7,473,0,Centro,/imovel/venda-conjunto-comercial-sala-com-cozinha-centro-zona-central-rio-de-janeiro-rj-473m2-id-2572665028/
Galpão / Depósito / Armazém em Taquara - Rio de Janeiro,50000,,0,0,7840,0,"Estrada Rodrigues Caldas, Taquara",/imovel/venda-galpao-deposito-armazem-taquara-zona-oeste-rio-de-janeiro-rj-7840m2-id-2560285975/
Apartamento em Avenida Braz de Pina - Penha - Rio de Janeiro/RJ,184720,186,2,1,55,0,"Avenida Braz de Pina, Penha",/imovel/venda-apartamento-2-quartos-penha-zona-norte-rio-de-janeiro-rj-55m2-id-2640456021/
"Lagoa | Apartamento 3 quartos, sendo 3 suites",3300000,2500,3,5,153,3,"Avenida Epitácio Pessoa, Lagoa",/imovel/venda-apartamento-3-quartos-mobiliado-lagoa-zona-sul-rio-de-janeiro-rj-153m2-id-2628930859/
Tijuca | Apartamento 3 quartos,490000,130,3,2,105,0,"Rua Doutor Aníbal Moreira, Tijuca",/imovel/venda-apartamento-3-quartos-com-churrasqueira-tijuca-zona-norte-rio-de-janeiro-rj-105m2-id-2631083449/
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Vila Isabel - RIO DE JANEIRO/RJ",600000,790,2,2,76,1,"Rua Senador Nabuco, Vila Isabel",/imovel/venda-apartamento-2-quartos-mobiliado-vila-isabel-zona-norte-rio-de-janeiro-rj-76m2-id-2637859045/
Rio de Janeiro - Apartamento Padrão - Copacabana,1800000,1790,2,1,110,1,Copacabana,/imovel/venda-cobertura-2-quartos-copacabana-zona-sul-rio-de-janeiro-rj-110m2-id-2640308783/
Ref 58 - Excelente Aptº de Frente Ótima localização Próximo ao Shopping Carioca,340000,300,2,2,78,1,"Rua Galvani, Vila da Penha",/imovel/venda-apartamento-2-quartos-com-area-de-servico-vila-da-penha-zona-norte-rio-de-janeiro-rj-78m2-id-2559321943/
REALENGO -,85000,0,2,1,30,0,"Rua Paula Nei, Realengo",/imovel/venda-apartamento-2-quartos-realengo-zona-oeste-rio-de-janeiro-rj-30m2-id-2568717071/
Sol da manhã! Região da Fonte da Saudade!,1700000,1300,3,3,110,1,"Avenida Epitácio Pessoa, Lagoa",/imovel/venda-apartamento-3-quartos-com-jardim-lagoa-zona-sul-rio-de-janeiro-rj-110m2-id-2618228742/
Lopes Enjoy vende Edifício misto com duas lojas e 8 apartamentos.,3300000,0,0,10,2200,0,"Rua Sinimbu, São Cristóvão",/imovel/venda-predio-sao-cristovao-zona-norte-rio-de-janeiro-rj-2200m2-id-2637497767/
Rio de Janeiro - Apartamento Padrão - Praia da Bandeira,390000,505,2,1,70,1,"Rua Capitão Barbosa,  Praia da Bandeira",/imovel/venda-apartamento-2-quartos-com-interfone-praia-da-bandeira-ilha-do-governador-rio-de-janeiro-rj-70m2-id-2559437261/
"Prédio à venda, 500 m² por R$ 3.200.000,00 - Barra da Tijuca - Rio de Janeiro/RJ",3200000,0,0,9,500,5,"Rua Professor Ferreira da Rosa, Barra da Tijuca",/imovel/venda-predio-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-500m2-id-2623857069/
RIO DE JANEIRO - RESIDENCIAL - BOTAFOGO,950000,1300,3,2,146,1,Botafogo,/imovel/venda-apartamento-3-quartos-com-elevador-botafogo-zona-sul-rio-de-janeiro-rj-146m2-id-2597342089/
Boa oportunidade no bairro do Flamengo.,1490000,1450,3,3,156,1,"Rua Princesa Januaria, Flamengo",/imovel/venda-apartamento-3-quartos-com-academia-flamengo-zona-sul-rio-de-janeiro-rj-156m2-id-2559108773/
"Galpão Industrial para venda com 6.960 m² em Rua do Alho, 1125 – Penha Circular – Rio de Janeiro/RJ",9000000,,0,0,6960,0,"Rua do Alho, Penha Circular",/imovel/venda-galpao-deposito-armazem-penha-circular-zona-norte-rio-de-janeiro-rj-6960m2-id-2563595125/
