neighborhood,city,description,price,condominio,iptu,area,bedrooms,suite,bathrooms,garage,link
Flamengo, Rio de Janeiro,"Excelente apartamento no Flamengo, com 4 quartos, sendo 1 suíte, sala 2 ambientes, amplo, arejado e com excelente distribuição interna. A unidade conta também com lavabo, dependência completa, cozinha ampla e vaga na escritura. Tenha você suas próprias impressões sobre este belo imóvel, e agende agora mesmo uma visita.", 1600000,2200,5922,167,4,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-flamengo-zona-sul-rio-de-janeiro-rj-167m2-id-2638039299/
Andaraí, Rio de Janeiro,ÓTIMA LOCALIZAÇÃO RUA GOMES BRAGA COM MAXWELL . FARTO COMÉRCIO E CONDUÇÃO . APARTAMENTO CLARO AREJADO VARANDA SALA 2 AMBIENTES 3 BONS QUARTOS SENDO UM SUÍTE COZINHA PLANEJADA DEPENDÊNCIA COMPLETA E VAGA NA ESCRITURA DEMARCADA. MARQUE SUA VISITA.,0,1200,0,94,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-salao-de-festas-vila-isabel-zona-norte-rio-de-janeiro-rj-94m2-id-2608053688/
Cachambi, Rio de Janeiro,"OPORTUNIDADE ÚNICA NO CACHAMBI!! MARAVILHOSA CASA DE VILA COM TERRACcedil;O E CHURRASQUEIRA EM CONDOMÍNIO FECHADO!!!Imóvel super bem localizado, iluminado, bem conservado . São 230 mts2, 3 andares salão amplo para dois ambientes, são 3 quartos sendo 2 suítes, com excelentes armários, cozinha espaçosa, área de serviço. 4 banheiros sendo 1 lavabo e 1 banheiro social. No terceiro andar um delicioso terraço com churrasqueira. A casa fica em um ótimo condomínio, com segurança 24 horas e uma câmera de segurança para cada casa. Próximo ao Clube da Marinha, Nova América Shopping e Norte Shopping, integração linha 2 Metrô, vasto comércio local, casa reformada recentemente. Marque sua visita hoje mesmo!!! valor poderá ser alterado sem aviso prévio.Nova Época   Rua Barão de Mesquita nº. 932   Grajaú  RJ temo outras opções de imóveis, que cabem no seu orçamento. 7f229", 519000,300,0,94,3,1,7,1,https://www.zapimoveis.com.br/imovel/venda-casa-de-vila-3-quartos-com-churrasqueira-cachambi-zona-norte-rio-de-janeiro-rj-94m2-id-2641741563/
Copacabana, Rio de Janeiro,"Imóvel à venda localizado a 7 minutos do Shopping Rio Sul, amplo comércio e fácil transporte. Casa de vila duplex composta no 1º piso: Sala de estar, seguido pela copa cozinha, área de serviço em ambiente aberto e banheiro de serviço com lavanderia integrada. 2º piso: 2 quartos (sendo o menor com varanda aberta) e banheiro social. Possui vaga de garagem parqueada na vila! Orla Rio, a sua imobiliária especialista em imóveis na zona sul, desde 2002 no mercado imobiliário. Apartamentos, conjugados e coberturas nos bairros: Leme, Ipanema, Leblon, Copacabana, Gávea, Botafogo, Laranjeiras, Catete, Lagoa, Humaitá, Flamengo e outros. Faremos o possível para ajudar a realizar o seu sonho. Cod:OLCV20004  Rev.03Jul", 1200000,30,302,100,2,0,2,1,https://www.zapimoveis.com.br/imovel/venda-casa-de-vila-2-quartos-com-varanda-copacabana-zona-sul-rio-de-janeiro-rj-100m2-id-2638428231/
Recreio dos Bandeirantes, Rio de Janeiro,"Lopes Enjoy VendeExcelente Apartamento ampla sala, cozinha americana, 3 dormitórios sendo 1 suíte, banheiro social, ampla varanda.Armários planejados, imóvel lindo!Condomínio com total infra de lazer e segurança.O Condomínio Ocean Pontal Residence & Beach Place é equipado com diversas instalações, como piscina, playground, academia, salão de festas, gás encanado, espaço gourmet na área comum, churrasqueira, sauna e quadra esportiva.Bela vista da varanda para área de lazer.  ", 665000,1100,1375,83,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-83m2-id-2616318598/
Recreio dos Bandeirantes, Rio de Janeiro,"LOPES ENJOY VENDE, linda casa no Condomínio Vivendas do Sol, possui 330m2 , um salão amplo com três ambientes, toda com iluminação de led, com teto rebaixado. Cozinha, copa, dependência completa, cinco quartos, duas suítes com varanda, quatro banheiros, varanda, piscina, sauna, churrasqueira, varanda gourmet com pia de apoio, forno de pizza, Armários planejados, nos quartos, cozinha e banheiro. Quatro vagas na garagem. Condomínio com total infraestrutura. Segurança 24 horas.Atualizado em 24 de junho de 2023.@barralopesenjoy.  ", 2300000,901,7150,330,5,1,4,7,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-330m2-id-2569303113/
Centro, Rio de Janeiro,"Loja no Centro do Rio de Janeiro, disponível para venda na Privilégio Imóveis. Frente de rua, com área total de 1067 m², comércio extenso e grande fluxo integral. Onze banheiros ao todo, copa, estrutura de elevador pronta dentro da loja. Próximo a Hotéis, academias e Casas de show. O valor do imóvel poderá ser alterado sem aviso prévio. Faça seu contato pelo WhatsApp !", 8500000,0,55501,1067,0,0,11,0,https://www.zapimoveis.com.br/imovel/venda-loja-salao-com-cozinha-centro-zona-central-rio-de-janeiro-rj-1067m2-id-2569012109/
Copacabana, Rio de Janeiro,"Privilégio Imóveis vende: Amplo apartamento com salão arejado podendo ser dividido em 3 ambientes, com 4 quartos sendo 1 suíte, 4 banheiros no total, 2 dependências completas, cozinha com armários embutidos, apenas 1 apartamento por andar (hall privativo). Ótima planta circular. Portaria imponente e 24h. 1 vaga na escritura. Próximo ao metrô General Osório. O preço do imóvel poderá sofrer alteração sem aviso prévio.Fale Conosco no WhatsApp: .",0,1800,4900,290,4,1,4,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-copacabana-zona-sul-rio-de-janeiro-rj-290m2-id-2637863480/
Copacabana, Rio de Janeiro,"Real Up vende: Ótimo apartamento mobiliado em Copacabana, localizado na rua Raul Pompéia. Composto por 1 quarto, sala, cozinha, banheiro e móveis planejados. Portaria 24h e 1 vaga na escritura. Mais sobre Copacabana   Famosa pela praia em forma de meia lua, Copacabana é um dos bairros mais animados do Rio. Ela atrai moradores e turistas para atividades ininterruptas nas suas areias e no calçadão desenhado. Entre os arranha céus com vista para a praia, estão o hotel Copacabana Palace em estilo art déco e o exuberante Forte de Copacabana, que abriga um museu militar. Mais para dentro do bairro, cafés descontraídos e bares casuais enchem as ruas sossegadas.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 530000,910,1027,34,1,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-34m2-id-2545088002/
Copacabana, Rio de Janeiro,"Apartamento conjugado disponível para venda na privilégio Imóveis. Dividido em saleta e quarto, todo em piso frio, com ar condicionado e ventilador de teto, vários armários no quarto, banheiro bom box blindex, armário,secadora Enxuta embutida , tanque dentro do box que é grande e espaço para máquina de lavar. Cozinha toda azulejada, com fogão de 4 bocas e geladeira, armários debaixo da pia que tem tampo de granito, armários embutidos no alto da parede. No corredor tem armários tipo alçapão. Tem uma vaga escriturada e bicicletário, portaria e segurança 24 hrs. Os valores poderão sofrer alteração sem aviso prévio. Fale conosco no WhatsApp: .", 520000,927,1134,34,0,0,1,1,https://www.zapimoveis.com.br/imovel/venda-quitinete-mobiliado-copacabana-zona-sul-rio-de-janeiro-rj-34m2-id-2637858826/
Copacabana, Rio de Janeiro,"Real Up Vende: Ótimo apartamento em Copacabana, amplo, arejado e a poucos metros da Praia. Imóvel é composto por sala ampla, 3 quartos sendo 1 suíte excelente, banheiro socioal e cozinha ampla com área de serviço. Imóvel com 4 vagas de garagem. Prédio com portaria 24 horas, play e salão de festas.Mais sobre Copacabana   Famosa pela praia em forma de meia lua, Copacabana é um dos bairros mais animados do Rio. Ela atrai moradores e turistas para atividades ininterruptas nas suas areias e no calçadão desenhado. Entre os arranha céus com vista para a praia, estão o hotel Copacabana Palace em estilo art déco e o exuberante Forte de Copacabana, que abriga um museu militar. Mais para dentro do bairro, cafés descontraídos e bares casuais enchem as ruas sossegadas.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 1620000,1679,4800,137,3,1,2,4,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-copacabana-zona-sul-rio-de-janeiro-rj-137m2-id-2638775616/
Jardim Botânico, Rio de Janeiro,"Pulse Office. Vendo conjunto de salas reformadas. Ideal para investimento ou uso. 3 salas interligadas, com 3 banheiros e 3 vagas de garagem. Reforma de altíssimo bom gosto. Prédio com estrutura comunitária de auditório para até 60 pessoas, 3 salas de reunião para até 10 pessoas e coffe/Loundge. Ambiente de vanguarda, no melhor prédio comercial do Jardim Botânico!", 1509000,2100,940,72,0,0,3,3,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-jardim-botanico-zona-sul-rio-de-janeiro-rj-72m2-id-2493423575/
Anil, Rio de Janeiro,"LOPES ENJOY VENDE no Condomínio Vilarejo!Casa em Excelente condomínio fechado, cercado de muito verde, montanhas, lago com criação de carpas, quadra polivalente, bosque e segurança 24 horas.No 1º andar   Ampla sala com 3 ambientes, varandas, banheiro social, 1 quarto com closet, ampla cozinha, área de serviço. Subsolo com 90m².No 2º andar   4 quartos sendo 1 suíte, todos com closets, varanda.Linda vista para as montanhas e muita natureza.Lazer com churrasqueira, banheiro de apoio, árvores frutíferas.Garagem para 4 carros. Vagas para visitantes.Imóvel quitado aceitando financiamento bancário.Esse é o Imóvel Ideal Para Você e a Sua Família! Agende a Sua Visita Agora Mesmo!@barralopesenjoy  ", 2098900,935,539,398,5,1,4,4,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-mobiliado-anil-zona-oeste-rio-de-janeiro-rj-398m2-id-2578522214/
Barra da Tijuca, Rio de Janeiro,"Lopes Enjoy Imóveis Vende no Jardim OceânicoMaravilhosa, cobertura duplex situada no Jardim Oceânico, toda reformada, com 273 m², em ponto nobre, com vista parcial mar, perto de comércio, armários planejados de fino acabamento, composta no primeiro piso de sala em vários ambientes, varanda integrada, lavabo, banheiro social, 2 quartos, cozinha toda planejada, área de serviço e dependência completa. No segundo piso, possui ampla sala, 1 suíte máster com closet, terraço com piscina em Hijau, sauna a vapor e espaço gourmet com churrasqueira. Avaliamos seu imóvel Gratuitamente. Agende uma visita com imobiliária de tradição e confiança. Lopes Enjoy Barra. Atualizado em nove de maio de dois mil e vinte e três.@barralopesenjoy.  ", 3500000,1300,1283,273,3,1,4,2,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-jardim-oceanico-zona-sul-rio-de-janeiro-rj-273m2-id-2631298198/
Recreio dos Bandeirantes, Rio de Janeiro,"Apartamento no Condomínio Sea Coast Residence   Recreio dos Bandeirantes   Gleba A, com 81m2. Compostos por 02 quartos com móveis planejados, 02 banheiros com blindex e armários, cozinha e área de serviço com armários e varanda. Condomínio com infraestrutura total, 02 piscinas, espaço gourmet, academia, quadra, playground, churrasqueira, salão de Jogos, sauna, segurança 24hrs e vaga para visitantes. Inclui Serviço de limpeza e manutenção. Possuí 01 vaga na garagem. ** Valores aproximados de condomínio e IPTU. Nos siga nas redes sociais e acompanhe todas as oportunidades e notícias do mercado imobiliário. Instagram: @lagorioimoveis Twitter:@lagorioimoveis Facebook: lagorioimoveisTiktok: lagorioimoveisYouTube: Lago Rio Imóveis e mail:",0,1158,2450,81,2,0,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-81m2-id-2599866522/
Humaitá, Rio de Janeiro,"PORTELLA SM IMÓVEIS:Apartamento em perfeito estado, pronto para morar, em prédio aconchegante e muito charmoso. Este imóvel possui 124m² e tem todos os cômodos super amplos. Sala em dois ambientes, muito espaçosa, já com split, e com janela avarandada dá um charme especial e ilumina todo o cômodo. São três quartos, sendo duas suítes com box blindex, ambas suítes tem bom tamanho e uma é enorme e já possui split, todos os quartos têm armário embutido. A cozinha é bem confortável, espaçosa e com linda bancada. Excelente área de serviço. Dependência completa.O valor está nas pessoas.CÓDIGO 1415", 1000000,672,2993,124,3,1,2,N/A,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-humaita-zona-sul-rio-de-janeiro-rj-124m2-id-2605374177/
Botafogo, Rio de Janeiro,"Privilégio Imóveis vende: Ótimo apartamento de frente. Próximo ao vasto comércio da região, metrô e Praia de Botafogo. Composto de sala clara e arejada, sol da manhã, vista rua, banheiro social com box blindex. Possui 2 quartos, sendo 1 suíte. Cozinha toda planejada e área de serviço. Entrar e morar. Fácil acesso aos transportes locais. Facilite o contato e informe o código: 44360. O valor poderá ser alterado sem aviso prévio. Fale conosco através do .Excelente oportunidade na Privilégio Imóveis", 680000,700,1434,62,2,1,2,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-botafogo-zona-sul-rio-de-janeiro-rj-62m2-id-2561613589/
Freguesia (Jacarepaguá), Rio de Janeiro,"CONDOMÍNIO FREEDOM FREGUESIA  Estrada do Guanumbi, 630  Freguesia   Ótimo Apartamento com 82m² de 3 quartos, sendo 1 suíte,  Ampla Sala em 2 ambientes com rebaixamento de gesso e ar split,  Varanda com cortina de vidro e vista Livre,  Cozinha Americana , armários planejados,  Área de serviço,  2 Banheiros com blindex instalados,  Piso porcelanato,  1 Vaga de Garagem,    FOTOS REAIS   LIGUE E AGENDE SUA VISITA:    Ligações e Whatsapp   Creci: 8726/0   REALIZAMOS APROVAÇÃO DE CRÉDITO NO MESMO DIA      Acabamentos: Porcelanato, Rebaixamento de Gesso,     Características: Ar Condicionado, Móveis Planejados,     Cômodos: Área de Serviço, Cozinha, Suíte,     Infraestrutura: Academia, Brinquedoteca, Churrasqueira, Cinema, Home Office, Mercadinho, Piscina, Quadra Poliesportiva, Salão de festas, Spa / Sauna, Salão de Jogos,     Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, Fácil Acesso, Praia,   Observação: Condomínio com infraestrutura completa: Playground, Piscina, Churrasqueira, Quadra esportiva, Academia, Salão de festas, Sauna, Espaço gourmet na área comum, Brinquedoteca, Piso tátil, Rampas de acesso, Vaga de garagem acessível, Área verde, Elevador, Portaria 24h.   Pontos Fortes: VISTA LIVRE", 440000,860,135,82,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-82m2-id-2629237295/
Freguesia (Jacarepaguá), Rio de Janeiro,"O apartamento está localizado no bairro Freguesia (Jacarepaguá) possui 91 metros quadrados com 3 quartos sendo 1 suite e 3 banheirosPossui área de fitness, espaço gourmet, parquinho infantil, salão de festas.Vai lhe possibilitar curtir os dias mais quentes na piscina.Churrasqueira para você aproveitar nos momentos de descontração.Elevador para mais praticidade no dia a dia.", 550000,20,20,91,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-91m2-id-2568446991/
Portuguesa, Rio de Janeiro,"Venha morar numa localização privilegiada na Portuguesa pertinho do Shopping Ilha Plaza e de farto comércio. Condomínio fechado com guarita 24 horas trazendo mais segurança para sua família, churrasqueira com salão de festas e parquinho com quadra esportiva, além de circuito de câmeras.Casa Sol da manhã, triplex em condomínio tranquilo e residencial.Composta no primeiro pavimento por uma linda sala ampla com rebaixamento em gesso.Copa cozinha ampla repleta de armários.. 1 lavabo e quartinho tipo dependência no pavimento térreo.Segundo pavimento banheiro social amplo com armários e blindex. 3 quartos sendo um deles com armários embutido. Acesso para o terceiro pavimento por escada caracol, que pode ser facilmente trocada por uma de alvenaria.Terceiro pavimento possui um quarto e um banheiro de apoio. Um espaço tipo salão coberto e integrado com ambiente.de terraço aberto com churrasqueiraImovel vazio. agende sua visita. Temos outras pela região. Faça uma consultoria.", 650000,330,1280,158,4,0,3,1,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-varanda-portuguesa-ilha-do-governador-rio-de-janeiro-rj-158m2-id-2577793339/
Centro, Rio de Janeiro,"Prédio de três andares no Centro da cidade, próximo a Av. Presidente Vargas e próximo ao metrô da Uruguaiana. Próximo a bares e restaurantes. Perto do VLT e Praça da Candelária..  ", 300000,10,20000,222,0,0,3,0,https://www.zapimoveis.com.br/imovel/venda-predio-centro-zona-central-rio-de-janeiro-rj-222m2-id-2640286710/
Jardim Guanabara, Rio de Janeiro,"Ótima casa linear em ponto nobre do Jardim Guanabara.  Rua sem saída.  Ponto super valorizado.  Rua plana.  Próximo à praças recém reformadas.  Ótimo para lazer de idosos e crianças.  Bom para caminhar e aproveitar a tranquilidade do bairro.   Carros de segurança particular circulam realizando vigia no local.A casa foi construída em centro de terreno. Desta forma as paredes não ficam coladas aos vizinhos.  Casa linear super arejada.  Sala espaçosa em dois ambientes.  3 quartos, sendo 1 suíte e dependência completa revertida no terceiro quarto.  Armários planejados em 2 quartos.  Copa cozinha ampla com armários planejados.  Área de serviço externa.  Quintal com jardim.  Churrasqueira com pia e armário.  Espaço verde com possibilidade de reversão para piscina ao lado da churrasqueira.  Garagem com espaço para 5 carros grandes.  Jardim lateral.Imóvel disponível para visitação.Documentação ok para financiamento.", 1288000,0,246,150,3,1,3,5,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-quintal-jardim-guanabara-ilha-do-governador-rio-de-janeiro-rj-150m2-id-2606557757/
Taquara, Rio de Janeiro,"Condomínio Secret Garden Taquara.Localizado no coração da Taquara, perto de escolas, farmácias, supermercados, Estações de BRT e um vasto comércio.Esse excelente apartamento possui 56 m², 2 quartos, 1 suíte, ambos com armários planejados, sala com dois ambientes, varanda, cozinha com armários planejados e área de serviço. O condomínio possui uma infraestrutura completa com: Piscina adulto e infantil, bar na piscina, sauna, churrasqueira, Pub, sala de cinema, salão de festas, brinquedoteca, espaço baby, academia, parquinho, salão de cabelereiro e estacionamento para visitantes.Agende uma visita!Fazemos parcerias!", 330000,557,0,56,2,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-taquara-zona-oeste-rio-de-janeiro-rj-56m2-id-2611119476/
Centro, Rio de Janeiro,"Privilégio Imóveis vende: Excelente sala comercial, com linda vista, ao lado do metrô da Cinelândia. Ótimo espaço amplo, todo iluminado, banheiro e parte elétrica nova. Um por andar com linda recepção. O valor do imóvel poderá sofrer alteração sem aviso prévio.Fale Conosco no WhatsApp: .", 380000,0,2964,65,0,0,2,0,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-com-cozinha-centro-zona-central-rio-de-janeiro-rj-65m2-id-2635888856/
Santo Cristo, Rio de Janeiro,"Após o enorme sucesso de vendas no Porto Maravilha, a Cury lança o projeto mais EXCLUSIVO da região, o Baía Guanabara Residences!Apartamentos de Studio, 1, 2 e 3 quartos, com varanda, lazer completo na cobertura, toda mobilidade do centro (VLT na porta) e muita segurança. A poucos minutos do centro e da Zona Sul.Próximo aos principais pontos turísticos, um excelente atrativo para investidores;*Entrada facilitada e parcelada até a entrega das chaves!!*ITBI, RGI GrátisVinicius Oliveira   CRECI 927812 1 9 8 0 1 8   4 5 0 5", 304000,350,350,35,1,0,1,0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-santo-cristo-zona-central-rio-de-janeiro-rj-35m2-id-2585507003/
Leblon, Rio de Janeiro,"O apartamento no bairro Leblon com 134 metros quadrados com 3 quartos sendo 1 suite e 3 banheirosPossui jardim, playground, sacada.Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.Elevador que garante o transporte das suas malas e compras.Fica em um condomínio fechado.", 2650000,2200,617,134,3,1,3,3,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-lazer-leblon-zona-sul-rio-de-janeiro-rj-134m2-id-2568852531/
Tijuca, Rio de Janeiro,"Localização ímpar, próximo a estação de metro Afonso Pena, Clube Municipal além de todo o comércio que a região oferece. Apartamento de 100m2 composto por: sala em dois ambientes, 3 dormitórios com armários sendo 1 suite, banheiro social com box em Blindex e bancada, cozinha ampla com armários, área de serviço clara e arejada e 1 vaga de garagem. Prédio bem administrado com portaria 24h, piscina, play, salão de festas e ampla área de convivência. Compre e venda com quem entende do ramo imobiliário. Agende sua visita e venha nos conhecer, avaliamos seu imóvel. Rua Santo Afonso, 52.", 680000,890,1258,100,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-100m2-id-2594310350/
Tijuca, Rio de Janeiro,"Oportunidade especial!!! condomínio fechado lazer com total segurança, são 3 dormitórios um suite varanda, salão e 2 ambientes dando para a Varanda, Lavabo e banheiro Social Copa cozinha e rea de lavanderia. Infra estrutura de Lazer de primeira Linha Imóvel esta Novo, Novo. Visitando se Apaixona. 1 Vaga na escritura. Planta Super Espaçosa, Vista Livre. Oportunidade!!! 2023  ", 1060000,1320,235,96,3,1,2,2,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-tijuca-zona-norte-rio-de-janeiro-rj-96m2-id-2640282615/
Freguesia (Jacarepaguá), Rio de Janeiro,"Freguesia Atenção ! Apartamento Vazio Todo no Porcelanato, Próximo ao comercio e condução. com Sala em 2 Ambientes, Varanda , 2 Quartos , Banheiro Social com Box Blindex, Boa Cozinha com área de serviço, Garagem, Lazer. Aceita Financiamento e FGTS Agende sua visita",0,850,1200,75,2,0,1,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-75m2-id-2619757117/
Jacarepaguá, Rio de Janeiro,"cobertura no Itanhangá, 1 pavimento: sala,varanda , banheiro social ,dois quartos cozinha área de serviço,segundo pavimento: salão em porcelanato , banheiro, terraço porcelanato,bancada em granito com pia , vista maravilhosa , segurança 24hA4Z4", 380000,500,489,120,2,0,2,1,https://www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-com-elevador-jacarepagua-zona-oeste-rio-de-janeiro-rj-120m2-id-2574762288/
Gávea, Rio de Janeiro,"VENDO EM RUA PRIVILEGIADA, NA PARTE BAIXA DA GÁVEA, ÓTIMO APARTAMENTO, COM VISTA PARA O VERDE, SILENCIOSO E MUITO AREJADO POIS TEM VENTILAÇÃO CRUZADA. O APARTAMENTO ESTÁ DESOCUPADO, COM FÁCIL VISITAÇÃO E ENTREGA RÁPIDA AO COMPRADOR. A RUA É SEM SAÍDA E POSSUI GUARITA DE SEGURANÇA NA ENTRADA DA RUA. ALÉM DISSO A PORTARIA FUNCIONA 24hs.SÃO 103m2 NO IPTU DISTRIBUÍDOS EM: SALA, 3 QUARTOS (ATUALMENTE COM 2 QUARTOS E MAIS 1 ESCRITÓRIO, MAS É FÁCIL VOLTAR O TERCEIRO QUARTO), 2 BANHEIROS SOCIAIS (FÁCIL FAZER SUÍTE), COZINHA, ÁREA DE SERVIÇO E 1 SUÍTE DE SERVIÇO. 1 VAGA NA ESCRITURA. A GARAGEM É CONFORTÁVEL E NÃO HÁ NECESSIDADE DE MANOBRAR OS CARROS.PRÉDIO EM CENTRO DE TERRENO, COM APENAS 2 APARTAMENTOS POR ANDAR, SERVIDOS POR 2 ELEVADORES (SOCIAL E DE SERVIÇO). TEMOS UM PLAY ESPAÇOSO NO TÉRREO COM DUCHA, CHURRASQUEIRA E BANHEIROS. A FACHADA DO PRÉDIO ESTÁ SENDO PINTADA. EM SEGUIDA O PLAY SERÁ REFORMADO TAMBÉM.UMA VERDADEIRA RARIDADE. MAIORES INFORMAÇÕES, CORRETOR FLAVIO FRAIHA (CRECI 29.935), HÁ 21 ANOS VENDENDO IMÓVEIS NA ZONA SUL DO RIO DE JANEIRO.  BniRJ", 1750000,1781,490,103,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-gavea-zona-sul-rio-de-janeiro-rj-103m2-id-2641462112/
Humaitá, Rio de Janeiro,"PORTELLA SM IMÓVEIS VENDE:Belíssimo apartamento em prédio clássico no Humaitá.O apartamento tem uma planta bem distribuída de 135m² com 3 cômodos. Com hall de entrada, uma ampla sala em 3 ambientes com sala de jantar, living e sala de televisão. Muito arejada, com sol da manhã e linda vista verde. Os cômodos são bem espaçosos sendo um quarto com uma varanda em L e escritório e uma suíte, todos com ótimos armários embutidos. Cozinha com armários planejados e possibilidade em fazer conceito aberto, área de serviço e dependência completa. Com 1 vaga na escritura, em prédio bem administrado com portaria 24 horas e um parque exclusivo do condomínio com chuveirão, mesa para festas e uma trilha na mata.O valor está nas pessoas!CÓDIGO: 1615", 1850000,1500,4034,135,3,1,2,1,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-humaita-zona-sul-rio-de-janeiro-rj-135m2-id-2625845347/
Centro, Rio de Janeiro,"Sala muito bem localizada, em área nobre do Centro, junto à Estação Carioca do Metrô!. Dividida em 3 ambientes (recepção, sala maior e sala menor), podendo ser feito um salão único. Copa. Banheiro. Portaria 24hPara saber mais:. Entre em contato em . Nos siga no Instagram: @areaimoveisrio  ", 74000,1391,252,60,0,0,1,0,https://www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-com-elevador-centro-zona-central-rio-de-janeiro-rj-60m2-id-2589152770/
Barra da Tijuca, Rio de Janeiro,"Cobertura à venda no Jardim Oceânico. Barra da Tijuca. Vista Pedra da Gávea. Duplex. Primeiro pavimento: Hall social. Salão multiambiente. Sala de Jantar. Varanda. Lavabo. 02 suítes (com closet). Roupeiro. Guarda volumes. Copa, cozinha, área de serviços, quarto e banheiro de funcionários. Segundo pavimento: Sala multiuso. 01 suíte/escritório. Terraço com deck e piscina. Bancada completa com churrasqueira. Sauna, chuveirão e banheiro de apoio. 02 vagas de garagem. Ar split nos ambientes. Perto de comércio, serviços, metrô e praia.", 2900000,1495,8800,305,3,1,6,2,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-jardim-oceanico-zona-sul-rio-de-janeiro-rj-305m2-id-2526138780/
Humaitá, Rio de Janeiro,"Real Up Imóveis Vende: Casa Duplex em Vila no melhor do Humaitá.No 1° piso, delicioso pátio interno já na entrada da casa, com acesso a uma ótima sala. A suíte completa, hoje usada como escritório. Cozinha super clara repleta de armários. No 2° Piso são dois quartos (originalmente três), sendo uma suíte master com walk in closet, pé direito duplo e sacada. Banheiro social completo. A área de serviço com acesso pelo lado externo, bem como o banheiro de serviço. E para completar, um mirante superior com vista para o verde e montanhas.Mais sobre Humaitá   O belíssimo bairro do Humaitá é um dos mais aconchegantes da zona sul do Rio. Reconhecido pelo seu lazer noturno, o bairro oferece diversas opções para quem gosta de aproveitar a noite. A sua proximidade com Botafogo, abre um leque de possibilidades para quem vive no bairro. A Lagoa Rodrigo de Freitas é outra ótima opção na redondeza para se reunir com amigos e familiares para aproveitar o dia, podendo ser usada também para a prática de esportes.Ligue e agende sua visita!Atenção: Os preços e taxas podem sofrer alterações sem aviso prévio. As mobílias não estão incluídas, exceto para imóveis que possuem informação específica que são mobiliados. Considerando a rotatividade dos imóveis é possível que existam imóveis no site que já tenham sido vendidos ou alugados.", 1800000,370,2631,132,3,1,3,1,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-humaita-zona-sul-rio-de-janeiro-rj-132m2-id-2638541845/
